,Date,Event Type,Actor 1,Actor 1 Ally,Actor 1 Type,Actor 2,Actor 2 Ally,Actor 2 Type,Interaction Type,Country,Location,Latitude,Longitude,Source,Notes,Fatalities
9420,2017-07-27,Riots/Protests,Rioters (South Africa),,Rioters,Rioters (South Africa),,Rioters,Rioters versus rioters,South Africa,Cape Town,-33.92528,18.42389,Cape Times (South Africa),"Residents of the New Horizon development near Pelican Park clashed with their neighbours from Phumlani Village informal settlement during a violent protest which saw a petrol station torched yesterday. Hundreds of residents from Phumelela Village, Jim se Bos and Riemvasmaak informal settlements near Strandfontein brought the area to a standstill when they barricaded both ends of Old Strandfontein Road with burning tyres and stones. They were protesting for housing and other basic services. Cars were also attacked. Two people were arrested. The two groups threw rocks at each other and brandished weapons before police intervened.",0
9421,2017-07-27,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,Cape Argus (South Africa),"In reaction to the increase in security at the al-Aqsa Mosque in Jerusalem, local Muslims joined the Muslim Judicial Council (MJC) and the Al Quds Foundation on a march to Parliament. They are demanding peace for the people of Palestine.",0
9422,2017-07-27,Riots/Protests,Rioters (South Africa),"BLF: Black First, Land First",Rioters,,,NA,Sole rioter action,South Africa,Cape Town,-33.92528,18.42389,News 24,"On Thursday evening, BLF (Black First Land First) supporters disrupted a debate about state capture and the Gupta emails, hosted by the amaBhungane Centre for Investigative Journalism. A person attending the event was reportedly punched during the altercation.",0
9423,2017-07-27,Riots/Protests,Protesters (South Africa),SAMWU: South African Municipal Workers Union,Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,Daily News (South Africa),"Hundreds of Tshwane employees, mainly metro police officers affiliated to the SA Municipal Workers Union (Samwu), took to the city streets yesterday, protesting against the implementation of ""unilateral decisions"" without consultation.",0
9424,2017-07-28,Riots/Protests,Protesters (Zimbabwe),DRP: Democracy Restoration Party,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,GroundUp,A protest was held outside the Zimbabwean consulate in Cape Town by Zimbabweans demanding the right to vote in their countrys upcoming presidential elections,0
9425,2017-07-28,Violence against civilians,Vigilante Militia (South Africa),,Ethnic militia,Civilians (South Africa),,Civilians,Communal militia versus civilians,South Africa,Polokwane,-23.90448,29.46885,African News Agency (ANA),Community members kidnapped and killed two suspected criminals and attempted to kill two others in Polokwane.,2
9426,2017-07-29,Violence against civilians,Vigilante Militia (South Africa),,Ethnic militia,Civilians (South Africa),,Civilians,Communal militia versus civilians,South Africa,Apel,-24.4,29.73333,African News Agency (ANA),"A suspected armed robber has been killed by community members and three others have been arrested following an armed robbery at a liquor outlet in Apel, Limpopo.",1
9427,2017-07-31,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,IOL News,A group of mothers marched to Parliament (Cape Town) to protest against the killing of innocent children.,0
9428,2017-07-31,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,East London,-33.01529,27.911620000000003,GroundUp,Parents and learners of Uviwe Senior Secondary in Scenery Park township in the Eastern Cape (East London) shut the school down. This came after their requests for scholar transport to the Department of Education went unanswered.,0
9429,2017-07-31,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,Hanover Park,-33.98333,18.53333,Daily Voice,Hanover Park parents have made a desperate plea for help to keep children at Blomvlei Primary School safe and staged a protest outside the school.,0
9430,2017-07-31,Riots/Protests,Protesters (South Africa),"NEHAWU: National Education, Health and Allied Workers Union",Protesters,,,NA,Sole protester action,South Africa,Pietermaritzburg,-29.616670000000003,30.383329999999997,GroundUp,National Education and Health Allied Workers Union (Nehawu) members marched on the Pietermaritzburg offices of the National Health Laboratory Services (NHLS) as part of the ongoing national strike against the countrys main provider of diagnostics to the public health system.,0
9431,2017-07-31,Riots/Protests,Protesters (South Africa),COSAS: Congress of South African Students,Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,Pretoria News,"About 100 Congress of South African Students (Cosas) members gathered at Burgers Park to make their way to the South African Reserve Bank (SARB) in Pretoria. At the same time, a crowd has gathered outside the Gauteng High Court, Pretoria to protest against the legalisation of dagga. ",0
9432,2017-07-31,Violence against civilians,Unidentified Armed Group (South Africa),,Political militia,Civilians (South Africa),,Civilians,Political militia versus civilians,South Africa,Umlazi,-29.96667,30.883329999999997,African News Agency (ANA),Three men were shot and wounded at Glebelands Hostel in ongoing violence.,0
9433,2017-08-01,Riots/Protests,Protesters (South Africa),,Protesters,Private Security Forces (South Africa),,External force,Protesters versus other,South Africa,Johannesburg,-26.202270000000002,28.043640000000003,IOL News,Several security guards were pushed out of Gauteng hospitals by protesters angry at the extension of irregular security contracts meant to expire in September last year.,0
9434,2017-08-01,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,KwaDwesi,-33.84598,25.5145,The Herald (South Africa),A bus and a five-ton truck were set alight as angry KwaDwesi residents protested against a lack of service delivery.,0
9435,2017-08-02,Riots/Protests,Rioters (South Africa),,Rioters,Private Security Forces (South Africa),,External force,Rioters versus others,South Africa,Tlhabane,-25.640279999999997,27.2175,African News Agency (ANA),"Roads were barricaded and women took off their clothes during a protest in Tlhabane near Rustenburg. Security guards fired rubber bullets when the group looped stones over the corrugated roof sheets covering the construction site, while some of the corrugated sheets were removed.",0
9436,2017-08-03,Riots/Protests,Protesters (South Africa),RTC: Reclaim The City,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,News24,Reclaim the City activists gathered outside Western Cape Premier Helen Zille's official residence early following a call to hold authority accountable.,0
9437,2017-08-03,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus protesters,South Africa,Durban,-29.8579,31.0292,Daily News (South Africa),Two students were arrested during ongoing protest outside the Nelson R Mandela Medical School. Police reportedly started hitting students and two people were put into a van and taken to the police station. No serious injuries reported,0
9438,2017-08-03,Riots/Protests,Protesters (South Africa),NUM: National Union of Mineworkers; SACCA: South African Cabin Crew Association,Protesters,,,NA,Sole protester action,South Africa,Johannesburg,-26.202270000000002,28.043640000000003,International Business Times; Cape Argus (South Africa); SABC News,The National Union of Metalworkers of South Africa (NUMSA) and the South African Cabin Crew Association (SACCA) protested at the SAA's Johannesburg headquarters. Members of the National Union of Mineworkers (NUM) have marched to the Anglogold Ashanti Headquarters in Johannesburg to demand that the company cancels its plan to retrench 8 500 workers.,0
9439,2017-08-03,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Klipspruit,-26.2566,27.91021,News24,Police were on the scene of a protest in Klipspruit-Wes in Soweto on where a Putco bus was earlier set alight. The road was also blocked by burnt tyres.,0
9440,2017-08-03,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Tongaat,-29.589259999999996,31.08513,Daily News (South Africa),Gunshots were fired and a brick hit a policeman during a service delivery protest because of an electricity outage in parts of Othongati (Tongaat).,0
9441,2017-08-03,Violence against civilians,Unidentified Armed Group (South Africa),,Political militia,Civilians (South Africa),,Civilians,Political militia versus civilians,South Africa,Umlazi,-29.96667,30.883329999999997,News24,"Police have confirmed that a 30-year-old woman was shot dead by unknown suspects at the notorious Glebelands Hostel in Umlazi, KwaZulu-Natal. Glebelands Hostel has become known as a centre of political violence headed by local leaders.",1
9442,2017-08-04,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Inanda,-29.683329999999998,30.933329999999998,Daily News (South Africa),Several police cars were damaged when a group of people attacked them during a night vigil for two men killed during a robbery in Inanda.,0
9443,2017-08-05,Riots/Protests,Protesters (South Africa),NUM: National Union of Mineworkers,Protesters,,,NA,Sole protester action,South Africa,Johannesburg,-26.202270000000002,28.043640000000003,Cape Times (South Africa),Members of the National Union of Mineworkers (NUM) marched to AngloGold Ashanti's head office in Johannesburg in protest against the mining firm's move to issue a Section 189 process to retrench about 8500 workers.,0
9444,2017-08-05,Violence against civilians,Vigilante Militia (South Africa),,Ethnic militia,Civilians (South Africa),,Civilians,Communal militia versus civilians,South Africa,Thohoyandou,-22.95,30.4833,African News Agency,A group of community members in Thohoyandou went on a rampage and burnt the house of a man accused of robberies. The man died in the fire.,1
9445,2017-08-06,Violence against civilians,Unidentified Armed Group (South Africa),,Political militia,Civilians (South Africa),,Civilians,Political militia versus civilians,South Africa,Umlazi,-29.96667,30.883329999999997,The Mercury (South Africa),"A man was shot and wounded at Umlazi's Glebelands Hostel, bringing the number of attempted murders at the hostel to four in the last eight days.",0
9446,2017-08-07,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,News24,The #UniteBehind coalition took to the streets of Cape Town in a bid to pressurise MPs to oust President Jacob Zuma during a motion of no confidence set to take place.,0
9447,2017-08-07,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,East London,-33.01529,27.911620000000003,Daily Dispatch (South Africa),"Nursing students at University of Fort Hare (UFH) in East London have demonstrated and demanded that the acting head of the department be permanently removed, accusing her of prejudice.",0
9448,2017-08-08,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Braamfontein,-26.19816,28.02194,News24,Major roads in the Johannesburg area were blocked with burning tyres and rocks on Tuesday morning ahead of the vote of no confidence in President Jacob Zuma in Parliament: Braamfontein.,0
9449,2017-08-08,Riots/Protests,Protesters (South Africa),EFF: Economic Freedom Fighters; DA: Democratic Alliance; COPE: Congress of the People; ACDP: African Christian Democratic Party; ANC: African National Congress,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,GroundUp (Cape Town); News24,"Thousands of protesters marched to Parliament before the vote of no confidence in Jacob Zuma. Several opposition parties came together, calling on parliamentarians to vote Zuma out. The political parties included, the DA, COPE, EFF and the ACDP. ANC members also took to the streets in Cape Town.",0
9450,2017-08-08,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Hillbrow,-26.18995,28.04895,News24,Major roads in the Johannesburg area were blocked with burning tyres and rocks on Tuesday morning ahead of the vote of no confidence in President Jacob Zuma in Parliament: Hillbrow.,0
9451,2017-08-08,Riots/Protests,Protesters (South Africa),ANC: African National Congress,Protesters,,,NA,Sole protester action,South Africa,KwaDukuza,-29.328159999999997,31.289540000000002,IOL News,"ANC supporters in KwaDukuza region, on the KwaZulu-Natal north coast, came out in large numbers to rally in support of President Jacob Zuma ahead of a secret vote on the motion of no confidence in Parliament. ",0
9452,2017-08-08,Riots/Protests,Protesters (South Africa),EFF: Economic Freedom Fighters; UDM: United Democratic Movement,Protesters,,,NA,Sole protester action,South Africa,Mthatha,-31.588929999999998,28.78443,Daily Dispatch (South Africa),The United Democratic Movement (UDM) and Economic Freedom Fighters (EFF) led an anti-President Jacob Zuma march in Mthatha ahead of the vote of no confidence against the president in parliament this afternoon.,0
9453,2017-08-08,Riots/Protests,Protesters (South Africa),EFF: Economic Freedom Fighters,Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,GroundUp,Supporters of the Economic Freedom Fighters (EFF) marched to the Union Buildings in Pretoria on Tuesday before the vote in Parliament of no confidence in President Jacob Zuma.,0
9454,2017-08-08,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Soweto,-26.26667,27.866670000000003,News24,Major roads in the Johannesburg area were blocked with burning tyres and rocks on Tuesday morning ahead of the vote of no confidence in President Jacob Zuma in Parliament: Soweto.,0
9455,2017-08-08,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Turffontein,-26.24186,28.036929999999998,News24,Major roads in the Johannesburg area were blocked with burning tyres and rocks on Tuesday morning ahead of the vote of no confidence in President Jacob Zuma in Parliament: Turffontein,0
9456,2017-08-08,Violence against civilians,Police Forces of South Africa (1994-),,Government or mutinous force,Civilians (South Africa),ANC: African National Congress,Civilians,Military versus civilians,South Africa,Scottburgh,-30.286659999999998,30.753159999999998,The Citizen,"An ANC member, who was a former councillor and regional executive member of the ANC Youth League, was killed by men in police uniform just outside Scottburgh.",1
9457,2017-08-09,Riots/Protests,Protesters (South Africa),DA: Democratic Alliance,Protesters,,,NA,Sole protester action,South Africa,Diepsloot,-25.933329999999998,28.01667,African News Agency (ANA),"Members of the Democratic Alliance (DA) protested against women abuse at the Diepsloot Police Station, where they handed in a memorandum calling for assistance for survivors of rape and abuse.",0
9458,2017-08-09,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Kwadwesi,-33.84598,25.5145,The Herald (South Africa),"In Kwadwesi in PE, a municipal truck, a bus and a car were torched by angry residents complaining that they had been neglected by the municipality.",0
9459,2017-08-09,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Mthatha,-31.588929999999998,28.78443,Daily Dispatch (South Africa),"Health workers marched in Mthatha to demand protective gear, backpay and job security.",0
9460,2017-08-09,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Port Elizabeth,-33.91799,25.57007,GroundUp,Marchers dressed in black to mourn the loss of their freedom at a march in PE on Womens Day,0
9461,2017-08-09,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Westville,-29.83333,30.933329999999998,Sunday Tribune,The University of KwaZulu-Natal said one of their buildings came under attack by a petrol bomb on its Westville campus.,0
9462,2017-08-10,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Midrand,-25.98953,28.128429999999998,News24,"10111 employees on strike at the call centre in Midrand, in ongoing protest,  hurled objects at, and damaged, state vehicles.",0
9463,2017-08-10,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Milnerton,-33.866240000000005,18.5297,Cape Times (South Africa),"The City of Cape Town's decision to remove illegal settlers prompted a protest, in which protesters torched a MyCiti bus and vandalised a MyCiti station in Milnerton.",0
9464,2017-08-10,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Mthatha,-31.588929999999998,28.78443,Daily Dispatch (South Africa),Burning of the Jongintaba Senior Secondary School during a scholar transport protest by the local community in Mqhekezweni village outside Mthatha. ,0
9465,2017-08-10,Riots/Protests,Protesters (South Africa),SAMWU: South African Municipal Workers Union,Protesters,,,NA,Sole protester action,South Africa,Port Shepstone,-30.74137,30.454990000000002,South Coast Herald ,Several services at both Ugu and Ray Nkonyeni municipalities have been disrupted after SAMWU workers downed tools and marched in the Port Shepstone CBD.,0
9466,2017-08-10,Violence against civilians,Vigilante Militia (South Africa),,Ethnic militia,Civilians (South Africa),,Civilians,Communal militia versus civilians,South Africa,Polokwane,-23.90448,29.46885,News24,"A minibus driver in Polokwane was left in a coma after an angry mob assaulted him for allegedly running over a four-year-old girl, killing her.",0
9467,2017-08-11,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Durban,-29.8579,31.0292,IOL News,"A protest took place outside Durban's City Hall by hundreds of supporters of the alleged sex pest pastor, Tim Omotoso.",0
